Time,Hex,Event_No,IN_1,IN_2,IN_3,IN_4,IN_5,IN_6,IN_7,IN_8,IN_9,IN_10,IN_11,IN_12,IN_13,IN_14,IN_15,IN_16
17:00:21.311,0xFF01,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.321,0xFF01,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.331,0xFF01,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.341,0xFF03,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.351,0xFF03,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.361,0xFF01,6,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.371,0xFF01,7,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.381,0xFF01,8,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.391,0xFF01,9,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.401,0xFF01,10,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.411,0xFF01,11,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.420,0xFF01,12,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.430,0xFF01,13,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.440,0xFF01,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.450,0xFF01,15,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.460,0xFF03,16,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.470,0xFF03,17,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.480,0xFF01,18,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.490,0xFF01,19,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.500,0xFF01,20,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.520,0xFF01,21,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.530,0xFF01,22,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.540,0xFF01,23,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.550,0xFF01,24,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.560,0xFF01,25,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.570,0xFF01,26,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.580,0xFF03,27,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.590,0xFF03,28,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.600,0xFF01,29,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.610,0xFF01,30,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.621,0xFF01,31,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.630,0xFF01,32,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17:00:21.640,0xFF01,33,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
