Time,Hex,Event_No,IN_1,IN_2,IN_3,IN_4,IN_5,IN_6,IN_7,IN_8,IN_9,IN_10,IN_11,IN_12,IN_13,IN_14,IN_15,IN_16
12:22:39.264,0xFF02,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.274,0xFF02,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.284,0xFF02,3,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.294,0xFF02,4,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.304,0xFF02,5,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.314,0xFF02,6,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.324,0xFF02,7,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.334,0xFF02,8,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.344,0xFF02,9,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.354,0xFF02,10,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.364,0xFF02,11,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.374,0xFF02,12,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.384,0xFF02,13,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.394,0xFF02,14,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.404,0xFF02,15,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.414,0xFF02,16,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.424,0xFF02,17,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.434,0xFF02,18,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.444,0xFF02,19,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.454,0xFF02,20,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.464,0xFF02,21,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.474,0xFF02,22,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.484,0xFF02,23,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.494,0xFF02,24,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.504,0xFF02,25,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.514,0xFF02,26,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.524,0xFF02,27,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.534,0xFF03,28,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.544,0xFF02,29,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.554,0xFF03,30,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.564,0xFF03,31,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.574,0xFF02,32,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.584,0xFF03,33,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.594,0xFF02,34,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.604,0xFF03,35,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.614,0xFF03,36,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.624,0xFF02,37,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.633,0xFF03,38,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.643,0xFF02,39,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.653,0xFF03,40,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.664,0xFF03,41,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.674,0xFF02,42,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.684,0xFF03,43,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.694,0xFF02,44,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.703,0xFF03,45,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.713,0xFF03,46,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.724,0xFF02,47,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.734,0xFF03,48,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.744,0xFF02,49,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12:22:39.754,0xFF03,50,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
