Time,Hex,Event_No,IN_1,IN_2,IN_3,IN_4,IN_5,IN_6,IN_7,IN_8,IN_9,IN_10,IN_11,IN_12,IN_13,IN_14,IN_15,IN_16
53:47.2,0xFF00,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,9,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.3,0xFF00,11,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,16,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,17,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,18,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,19,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.4,0xFF00,21,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,22,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,23,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,25,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,26,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,27,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,28,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,30,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.5,0xFF00,31,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,32,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,33,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,34,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,35,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,36,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,37,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,38,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,39,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,40,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.6,0xFF00,41,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,42,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,43,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,44,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,45,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,46,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,47,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,48,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF00,49,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF02,50,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.7,0xFF02,51,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.8,0xFF02,52,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.8,0xFF02,53,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
53:47.8,0xFF02,54,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
